SampleName,Camalexin (ng/mm),Cam.SE,Lesion Area (mm2),Les.SE
COL0G2E54,10.2912477,2.389391,16.213364,3.766901
COL0G2F54,10.2912477,2.389391,16.213364,3.766901
COL0G1E22,10.3151568,2.388234,12.108935,3.766876
COL0G1F22,10.3151568,2.388234,12.108935,3.766876
COL0G2E22,10.3151568,2.388234,12.108935,3.766876
COL0G2F22,10.3151568,2.388234,12.108935,3.766876
NPR1G1E40,10.3815597,2.183729,24.704055,4.968992
NPR1G1F40,10.3815597,2.183729,24.704055,4.968992
NPR1G2E40,10.3815597,2.183729,24.704055,4.968992
NPR1G2F40,10.3815597,2.183729,24.704055,4.968992
COL0G1E28,10.4512826,2.387617,13.147937,3.764885
COL0G1F28,10.4512826,2.387617,13.147937,3.764885
COL0G2E28,10.4512826,2.387617,13.147937,3.764885
COL0G2F28,10.4512826,2.387617,13.147937,3.764885
COL0G1E30,10.5085431,2.386552,27.729365,3.763406
COL0G1F30,10.5085431,2.386552,27.729365,3.763406
COL0G2E30,10.5085431,2.386552,27.729365,3.763406
COL0G2F30,10.5085431,2.386552,27.729365,3.763406
NPR1G1E58,10.5459605,2.088624,17.282064,4.725834
NPR1G1F58,10.5459605,2.088624,17.282064,4.725834
NPR1G2E58,10.5459605,2.088624,17.282064,4.725834
NPR1G2F58,10.5459605,2.088624,17.282064,4.725834
COL0G1E26,10.5685194,2.386963,9.066012,3.762692
COL0G1F26,10.5685194,2.386963,9.066012,3.762692
COL0G2E26,10.5685194,2.386963,9.066012,3.762692
COL0G2F26,10.5685194,2.386963,9.066012,3.762692
COL0G1E92,10.5700164,2.520349,18.234715,3.77417
COL0G1F92,10.5700164,2.520349,18.234715,3.77417
COL0G2E92,10.5700164,2.520349,18.234715,3.77417
COL0G2F92,10.5700164,2.520349,18.234715,3.77417
COL0G1E33,10.6373053,2.385551,13.203759,3.762294
COL0G1F33,10.6373053,2.385551,13.203759,3.762294
COL0G2E33,10.6373053,2.385551,13.203759,3.762294
COL0G2F33,10.6373053,2.385551,13.203759,3.762294
COL0G1E89,10.6434481,2.386158,15.646014,3.76279
COL0G1F89,10.6434481,2.386158,15.646014,3.76279
COL0G2E89,10.6434481,2.386158,15.646014,3.76279
COL0G2F89,10.6434481,2.386158,15.646014,3.76279
NPR1G1E74,10.6535273,2.184017,20.935481,4.716915
NPR1G1F74,10.6535273,2.184017,20.935481,4.716915
NPR1G2E74,10.6535273,2.184017,20.935481,4.716915
NPR1G2F74,10.6535273,2.184017,20.935481,4.716915
NPR1G1E971,10.6581517,2.080002,20.747628,4.712706
NPR1G1F972,10.6581517,2.080002,20.747628,4.712706
NPR1G2E972,10.6581517,2.080002,20.747628,4.712706
NPR1G2F972,10.6581517,2.080002,20.747628,4.712706
COL0G1E35,10.7672066,2.385877,17.697593,3.761605
COL0G1F35,10.7672066,2.385877,17.697593,3.761605
COL0G2E35,10.7672066,2.385877,17.697593,3.761605
COL0G2F35,10.7672066,2.385877,17.697593,3.761605
COL0G1E972,10.7749242,2.389692,20.095661,3.766451
COL0G2E972,10.7749242,2.389692,20.095661,3.766451
COL0G2F972,10.7749242,2.389692,20.095661,3.766451
NPR1G1E90,10.7980566,2.082066,14.46321,4.711866
NPR1G1F90,10.7980566,2.082066,14.46321,4.711866
NPR1G2E90,10.7980566,2.082066,14.46321,4.711866
NPR1G2F90,10.7980566,2.082066,14.46321,4.711866
COL0G1E36,10.9444175,2.389411,11.070143,3.765762
COL0G1F36,10.9444175,2.389411,11.070143,3.765762
COL0G2E36,10.9444175,2.389411,11.070143,3.765762
COL0G2F36,10.9444175,2.389411,11.070143,3.765762
COL0G1E84,11.0739363,2.518553,18.262688,3.977577
COL0G1F84,11.0739363,2.518553,18.262688,3.977577
COL0G2E84,11.0739363,2.518553,18.262688,3.977577
COL0G2F84,11.0739363,2.518553,18.262688,3.977577
NPR1G1E23,11.1256606,2.313302,23.222088,4.711023
NPR1G1F23,11.1256606,2.313302,23.222088,4.711023
NPR1G2E23,11.1256606,2.313302,23.222088,4.711023
NPR1G2F23,11.1256606,2.313302,23.222088,4.711023
NPR1G1E20,11.1486815,2.31018,22.639317,4.71205
NPR1G1F20,11.1486815,2.31018,22.639317,4.71205
NPR1G2E20,11.1486815,2.31018,22.639317,4.71205
NPR1G2F20,11.1486815,2.31018,22.639317,4.71205
COL0G1E65,11.3726703,2.384954,14.469401,3.761655
COL0G1F65,11.3726703,2.384954,14.469401,3.761655
COL0G2E65,11.3726703,2.384954,14.469401,3.761655
COL0G2F65,11.3726703,2.384954,14.469401,3.761655
NPR1G1E83,11.5608901,2.077368,7.633205,4.706373
NPR1G1F83,11.5608901,2.077368,7.633205,4.706373
NPR1G2E83,11.5608901,2.077368,7.633205,4.706373
NPR1G2F83,11.5608901,2.077368,7.633205,4.706373
COL0G1E63,11.5809839,2.390723,26.901521,3.768115
COL0G1F63,11.5809839,2.390723,26.901521,3.768115
COL0G2E63,11.5809839,2.390723,26.901521,3.768115
COL0G2F63,11.5809839,2.390723,26.901521,3.768115
NPR1G1E89,11.6604941,2.077958,19.930567,4.707269
NPR1G1F89,11.6604941,2.077958,19.930567,4.707269
NPR1G2E89,11.6604941,2.077958,19.930567,4.707269
NPR1G2F89,11.6604941,2.077958,19.930567,4.707269
COL0G1E29,11.7005566,3.177678,8.553774,3.767328
COL0G1F29,11.7005566,3.177678,8.553774,3.767328
COL0G2E29,11.7005566,3.177678,8.553774,3.767328
COL0G2F29,11.7005566,3.177678,8.553774,3.767328
COL0G1E67,11.717103,2.391004,21.094596,3.769102
COL0G1F67,11.717103,2.391004,21.094596,3.769102
COL0G2E67,11.717103,2.391004,21.094596,3.769102
COL0G2F67,11.717103,2.391004,21.094596,3.769102
COL0G1E90,11.7327498,2.388867,10.016489,3.766074
COL0G1F90,11.7327498,2.388867,10.016489,3.766074
COL0G2F90,11.7327498,2.388867,10.016489,3.766074
COL0G1E24,11.9186913,2.393518,13.310258,3.772736
COL0G1F24,11.9186913,2.393518,13.310258,3.772736
COL0G2E24,11.9186913,2.393518,13.310258,3.772736
COL0G2F24,11.9186913,2.393518,13.310258,3.772736
NPR1G1E42,12.0409804,2.079771,15.682329,4.710883
NPR1G1F42,12.0409804,2.079771,15.682329,4.710883
NPR1G2E42,12.0409804,2.079771,15.682329,4.710883
NPR1G2F42,12.0409804,2.079771,15.682329,4.710883
COL0G1E42,12.1918758,2.514929,9.596829,3.765919
COL0G1F42,12.1918758,2.514929,9.596829,3.765919
COL0G2E42,12.1918758,2.514929,9.596829,3.765919
COL0G2F42,12.1918758,2.514929,9.596829,3.765919
COL0G1E40,12.3247031,2.388116,11.867772,3.764826
COL0G1F40,12.3247031,2.388116,11.867772,3.764826
NPR1G1E78,12.5682751,2.082958,17.884289,4.712215
NPR1G1F78,12.5682751,2.082958,17.884289,4.712215
NPR1G2E78,12.5682751,2.082958,17.884289,4.712215
NPR1G2F78,12.5682751,2.082958,17.884289,4.712215
COL0G1E93,12.6921167,2.388761,18.097083,3.766058
COL0G1F93,12.6921167,2.388761,18.097083,3.766058
COL0G2E93,12.6921167,2.388761,18.097083,3.766058
COL0G2F93,12.6921167,2.388761,18.097083,3.766058
NPR1G1E16,12.8281548,2.080316,12.947563,4.707611
NPR1G1F16,12.8281548,2.080316,12.947563,4.707611
NPR1G2E16,12.8281548,2.080316,12.947563,4.707611
NPR1G2F16,12.8281548,2.080316,12.947563,4.707611
COL0G1E31,12.9101571,2.516706,16.769529,3.765542
COL0G1F31,12.9101571,2.516706,16.769529,3.765542
COL0G2E31,12.9101571,2.516706,16.769529,3.765542
COL0G1E43,13.1834733,2.385411,20.061726,3.761312
COL0G1F43,13.1834733,2.385411,20.061726,3.761312
COL0G2F43,13.1834733,2.385411,20.061726,3.761312
COL0G1E25,14.1565858,2.390466,15.001862,3.769395
COL0G1F25,14.1565858,2.390466,15.001862,3.769395
COL0G2E25,14.1565858,2.390466,15.001862,3.769395
COL0G2F25,14.1565858,2.390466,15.001862,3.769395
COL0G1E32,14.8504041,2.390557,14.091018,3.769117
COL0G1F32,14.8504041,2.390557,14.091018,3.769117
COL0G2F32,14.8504041,2.390557,14.091018,3.769117
COL0G1F55,15.0819203,2.385934,29.836435,3.762806
COL0G2F55,15.0819203,2.385934,29.836435,3.762806
NPR1G1E37,15.1924715,2.180597,12.221153,4.706917
NPR1G2E37,15.1924715,2.180597,12.221153,4.706917
NPR1G2F37,15.1924715,2.180597,12.221153,4.706917
COL0G1E70,15.198826,2.390781,11.370287,3.77018
COL0G1F70,15.198826,2.390781,11.370287,3.77018
COL0G2E70,15.198826,2.390781,11.370287,3.77018
COL0G2F70,15.198826,2.390781,11.370287,3.77018
COL0G1E78,15.3932305,2.388917,10.749152,3.766158
COL0G1F78,15.3932305,2.388917,10.749152,3.766158
COL0G2E78,15.3932305,2.388917,10.749152,3.766158
COL0G2F78,15.3932305,2.388917,10.749152,3.766158
