AT2G46860
AT5G24400
AT4G36810
AT3G14550
AT4G38460
AT1G78510
AT1G17050
AT1G49530
AT2G18640
AT2G23800
AT4G15093
AT2G17370
AT1G76490
AT5G59440
AT3G46940
AT5G27450
AT2G30490
AT5G12200
AT1G80600
AT1G14810
AT2G45440
AT3G60880
AT5G13050
AT2G39020
AT4G39540
AT2G21940
AT3G06350
AT5G48840
AT1G06570
AT5G66690
AT3G50740
AT3G57560
AT3G53580
AT1G09420
AT3G27300
AT5G40760
AT1G24280
AT5G13110
AT5G35790
AT2G18250
AT1G69190
AT4G30000
AT5G66120
AT5G57590
AT5G04620
AT1G22940
AT1G31910
AT1G48605
AT3G18030
AT5G42740
AT4G24620
AT2G01350
AT4G14910
AT3G22425
AT3G47390
AT4G20960
AT1G48860
AT2G45300
AT3G21730
AT5G62980
AT3G11750
AT2G04400
AT5G48220
AT3G61440
AT4G36220
AT4G13430
AT2G43100
AT3G58990
AT2G43090
AT1G31860
AT1G49820
AT1G09830
AT4G35630
AT2G17630
AT2G44040
AT5G52100
AT3G59890
AT3G55010
AT2G37690
AT2G05140
AT5G50210
AT1G31220
AT2G40890
AT2G05830
AT5G14200
AT1G31180
AT1G80560
AT3G24030
AT2G44050
AT1G74260
AT4G26900
AT3G21110
AT1G68760
AT2G36230
AT2G02500
AT2G26930
AT4G15560
AT1G63970
AT5G62790
AT3G24503
AT4G21990
AT1G62180
AT4G04610
AT4G34350
AT2G44160
AT3G59970
AT5G48950
AT1G48320
AT1G60550
AT4G23660
AT5G43850
AT2G26400
AT4G14716
AT4G14710
AT5G53850
AT2G05990
AT2G22230
AT5G10160
AT1G24360
AT5G46290
AT2G30200
AT2G13810
AT4G33680
AT3G55410
AT5G55070
AT5G65750
AT4G26910
AT5G08690
AT2G07698
DA397_mgp33
AT5G08670
AT5G47030
AT5G08680
AT2G33040
AT1G51650
AT5G23300
AT1G08510
AT3G10370
AT1G62640
AT5G02080
AT1G12350
AT2G18450
AT5G09600
AT1G08480
AT2G46390
AT3G47833
AT2G46505
AT5G65165
AT5G62575
AT1G47420
AT3G27380
AT5G40650
AT4G32210
AT5G66760
AT2G32040
AT5G66380
AT1G30400
AT4G05590
AT5G20090
AT1G60440
AT4G32180
AT3G52730
AT5G40810
AT5G13440
AT3G16480
AT2G01090
AT3G02090
AT5G05370
DA397_mgp27
AT5G25450
AT3G10860
AT3G27240
AT1G51980
AT4G32470
AT5G13430
AT2G07727
AT1G15120
DA397_mgp23
DA397_mgp19
ArthCp078
AT2G33220
AT5G47570
AT1G76200
AT4G34700
DA397_mgp14
DA397_mgp04
AT5G11770
AT2G07751
AT5G67590
AT5G08530
AT3G03070
AT3G03100
AT3G18410
AT3G62790
AT3G12260
AT2G20360
AT2G02050
AT5G18800
AT1G16700
AT3G06310
AT5G37510
AT3G08610
AT2G02510
DA397_mgp38
AT1G79010
AT1G49140
AT5G47890
AT5G52840
AT4G02580
AT1G04630
AT1G14450
AT2G47690
AT3G11945
AT1G74470
AT3G48560
AT2G31810
AT5G16290
AT1G65930
AT5G14590
AT1G54340
AT3G21720
AT4G35260
AT5G03290
AT4G35650
AT2G17130
AT3G09810
AT5G11110
AT1G04920
AT4G10120
AT5G20280
AT3G05820
AT3G06500
AT4G09510
AT1G35580
AT1G72000
AT4G34860
AT5G22510
AT1G56560
AT2G36310
AT4G26260
AT1G14520
AT5G56640
AT2G19800
AT3G57050
AT5G14470
AT3G01640
AT2G38740
AT2G25870
AT1G20950
AT4G04040
AT1G76550
AT1G12000
AT1G50390
AT4G10260
AT2G31390
AT1G06030
AT3G59480
AT1G06020
AT5G51830
AT1G66430
AT4G32840
AT4G29220
AT5G56630
AT4G26270
AT5G47810
AT2G22480
AT5G61580
AT1G43670
AT3G54050
AT5G64380
AT1G01600
AT2G45970
AT2G27690
AT4G00360
AT1G30510
AT4G05390
AT5G66190
AT1G20020
AT5G65720
AT4G32360
AT4G05450
AT4G21090
AT2G43360
AT3G25110
AT4G13050
AT3G58610
AT5G57850
AT3G23580
AT2G21790
AT3G27060
AT1G50110
AT1G50090
AT5G65780
AT1G10070
AT3G49680
AT1G10060
AT2G27820
AT5G22630
AT3G44720
AT2G44350
AT3G60100
AT3G58750
AT2G42790
AT3G58740
AT1G33320
AT3G01120
AT5G28020
AT2G17640
AT1G55920
AT4G14880
AT5G56760
AT3G22460
AT4G35640
AT3G04940
AT2G43750
AT3G13110
AT3G59760
AT5G41480
AT3G23940
AT2G15620
AT5G04140
AT2G41220
AT2G17265
AT5G46180
AT2G42600
AT1G68750
AT3G14940
AT1G53310
AT1G70730
AT1G23190
AT5G51820
ArthCp053
ArthCp054
ArthCp041
AT4G03280
ArthCp035
AT4G35250
ArthCp006
ArthCp039
ArthCp036
ArthCp051
ArthCp049
AT4G28660
ArthCp002
ArthCp037
ArthCp038
AT5G66570
AT2G30570
AT1G03600
AT1G51400
AT3G21055
ArthCp019
ArthCp052
AT4G05180
ArthCp016
ArthCp005
AT2G30790
ArthCp018
ArthCp017
AT1G67740
AT1G06680
AT2G06520
AT1G79040
AT3G50820
AT5G23120
AT1G44575
AT4G21280
AT2G29630
AT5G62530
AT5G01410
AT5G60540
AT2G38230
AT1G72970
AT3G63410
AT5G34930
AT1G15710
AT2G43840
AT2G43820
AT1G05560
AT1G60600
AT1G23360
AT1G30520
AT3G25180
AT5G07990
AT3G02630
AT2G43710
AT1G74960
AT4G27070
AT5G54810
AT1G08490
AT5G60600
ArthCp023
AT1G55670
AT1G30380
ArthCp042
ArthCp075
AT4G02770
ArthCp022
ArthCp033
AT2G46820
AT1G52230
AT4G12800
AT2G20260
AT1G31330
AT1G03130
AT3G16140
AT1G08380
ArthCp021
AT4G28750
AT5G64040
ArthCp032
AT5G54770
AT4G14680
AT5G43780
AT1G19920
AT3G22890
AT5G04590
AT4G35460
AT2G17420
AT2G41680
AT1G18500
AT5G23010
AT1G74040
AT5G23020
AT1G24807
AT5G57890
AT5G05730
AT1G25220
AT1G25083
AT3G55870
AT2G29690
AT1G24909
AT1G25155
AT4G39120
AT1G29410
AT1G07780
AT5G05590
AT3G54640
AT1G12230
AT5G13420
AT1G22450
AT4G37830
AT1G80230
AT2G07687
DA397_mgp01
DA397_mgp07
AT5G40382
AT2G07695
AT5G61310
DA397_mgp30
AT3G15640
AT2G47380
AT4G28060
AT5G43910
AT1G17160
AT5G49190
AT5G20830
AT3G43190
AT1G73370
AT5G37180
AT4G02280
AT5G18860
AT1G64440
AT4G10960
AT4G23920
AT1G63180
AT1G12780
AT2G20610
AT1G24100
AT1G74100
AT2G22330
AT4G39950
AT1G58265
AT4G29210
AT1G69820
AT4G30540
AT4G30550
AT2G23970
AT4G30530
AT2G23960
AT4G39650
AT4G39640
AT3G26200
AT3G53300
AT3G26270
AT3G26180
AT1G13080
AT3G26280
AT3G26190
AT3G26170
AT3G53280
AT3G53290
AT3G26830
AT1G13110
AT3G26230
AT3G26160
AT1G13100
AT3G26220
AT1G13090
AT3G26210
AT3G26150
AT5G35715
AT3G44250
AT5G27380
